timestamp,left,right
2021-05-10 21:28:42.4, 85.00,90
2021-05-10 21:28:42.5, 85.00,90
2021-05-10 21:28:42.6, 85.00,90
2021-05-10 21:28:42.7, 85.00,90
2021-05-10 21:28:42.8, 85.00,90
2021-05-10 21:28:42.9, 85.00,90
2021-05-10 21:28:43.0, 85.00,90
2021-05-10 21:28:43.1, 85.00,90
2021-05-10 21:28:43.2, 85.00,90
2021-05-10 21:28:43.3, 85.00,90
2021-05-10 21:28:43.5, 85.00,90
2021-05-10 21:28:43.6, 85.00,90
2021-05-10 21:28:43.7, 85.00,90
2021-05-10 21:28:43.8, 85.00,90
2021-05-10 21:28:43.9, 85.00,90
2021-05-10 21:28:44.0, 85.00,90
2021-05-10 21:28:44.1, 85.00,90
2021-05-10 21:28:44.2, 85.00,90
2021-05-10 21:28:44.3, 85.00,90
2021-05-10 21:28:44.4, 85.00,90
2021-05-10 21:28:44.5, 85.00,90
2021-05-10 21:28:44.6, 85.00,90
2021-05-10 21:28:44.7, 85.00,90
2021-05-10 21:28:44.8, 85.00,90
2021-05-10 21:28:44.9, 85.00,90
2021-05-10 21:28:45.0, 85.00,90
2021-05-10 21:28:45.1, 85.00,90
2021-05-10 21:28:45.2, 85.00,90
2021-05-10 21:28:45.3, 85.00,90
2021-05-10 21:28:45.4, 85.00,90
2021-05-10 21:28:45.5, 85.00,90
2021-05-10 21:28:45.6, 85.00,90
2021-05-10 21:28:45.7, 85.00,90
2021-05-10 21:28:45.8, 85.00,90
2021-05-10 21:28:45.9, 85.00,90
2021-05-10 21:28:46.0, 85.00,90
2021-05-10 21:28:46.1, 85.00,90
2021-05-10 21:28:46.2, 85.00,90
2021-05-10 21:28:46.3, 85.00,90
2021-05-10 21:28:46.4, 85.00,90
2021-05-10 21:28:46.5, 85.00,90
2021-05-10 21:28:46.6, 85.00,90
2021-05-10 21:28:46.8, 85.00,90
2021-05-10 21:28:46.9, 85.00,90
2021-05-10 21:28:47.0, 85.00,90
2021-05-10 21:28:47.1, 85.00,90
2021-05-10 21:28:47.2, 85.00,90
2021-05-10 21:28:47.3, 85.00,90
2021-05-10 21:28:47.4, 85.00,90
2021-05-10 21:28:47.5, 85.00,90
2021-05-10 21:28:47.6, 85.00,90
2021-05-10 21:28:47.7, 85.00,90
2021-05-10 21:28:47.8, 85.00,90
2021-05-10 21:28:47.9, 85.00,90
2021-05-10 21:28:48.0, 85.00,90
2021-05-10 21:28:48.1, 85.00,90
2021-05-10 21:28:48.2, 85.00,90
2021-05-10 21:28:48.3, 85.00,90
2021-05-10 21:28:48.4, 85.00,90
2021-05-10 21:28:48.5, 85.00,90
2021-05-10 21:28:48.6, 85.00,90
2021-05-10 21:28:48.7, 85.00,90
2021-05-10 21:28:48.8, 85.00,90
2021-05-10 21:28:48.9, 85.00,90
